"","Column","X","Reference.Number","Easting","Northing","Number.of.Vehicles","Number.of.Casualties","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Weather.Conditions","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty","Type.of.Vehicle","Latitude","Longitude"
"6734",9232,9232,"130119149",431310,428971,2,1,"19-Mar-13",1720,6,"1","7","1","Driver or rider","Slight","Male",17,"Bicycle",53.755939365,-1.52507194394
"6739",9239,9239,"130121300",435241,434791,2,1,"21-Mar-13",720,3,"1","7","1","Driver or rider","Slight","Male",11,"Bicycle",53.8080022279,-1.46478167712
"6787",9301,9301,"130139138",428370,434666,2,1,"03-Apr-13",1527,6,"1","1","1","Driver or rider","Slight","Male",10,"Bicycle",53.8072988658,-1.56914201641
"6789",9303,9303,"130140692",428458,432960,2,1,"04-Apr-13",1700,4,"1","7","1","Driver or rider","Slight","Male",41,"Bicycle",53.7919592422,-1.56796324452
"6805",9328,9328,"130144760",427818,430641,2,1,"19-Mar-13",1525,3,"1","1","1","Driver or rider","Slight","Male",42,"Bicycle",53.7711488387,-1.57788839779
"6813",9337,9337,"130148486",429547,434831,2,1,"10-Apr-13",1200,3,"1","1","1","Driver or rider","Slight","Female",23,"Bicycle",53.8087164653,-1.55125155425
"6818",9342,9342,"130150031",424225,443972,2,1,"10-Apr-13",1725,3,"1","7","1","Driver or rider","Slight","Male",37,"Bicycle",53.891157775,-1.63135673604
"6824",9353,9353,"130152640",441676,427949,2,1,"12-Apr-13",1330,6,"1","1","1","Driver or rider","Slight","Male",47,"Bicycle",53.7460270522,-1.36798162934
"6837",9372,9372,"130156225",427394,427462,2,1,"15-Apr-13",1715,6,"1","7","1","Driver or rider","Slight","Male",6,"Bicycle",53.7425957995,-1.58460406403
"6847",9384,9384,"130159263",432071,433350,2,1,"16-Apr-13",2030,6,"1","7","1","Driver or rider","Slight","Male",15,"Bicycle",53.7952546931,-1.51307373609
"6848",9385,9385,"130159405",428906,435510,2,1,"17-Apr-13",1750,3,"1","7","1","Driver or rider","Slight","Male",42,"Bicycle",53.8148558372,-1.56092271607
"6851",9388,9388,"130159924",428376,434054,2,1,"18-Apr-13",633,3,"2","7","5","Driver or rider","Slight","Male",35,"Bicycle",53.8017974242,-1.56910730519
"6864",9405,9405,"130162702",423524,437385,2,1,"19-Apr-13",1916,6,"1","7","1","Driver or rider","Slight","Male",29,"Bicycle",53.8319812101,-1.64252900579
"6866",9407,9407,"130164069",427936,436131,2,1,"20-Apr-13",1911,3,"1","7","1","Driver or rider","Slight","Male",21,"Bicycle",53.820490868,-1.57560000497
"6871",9414,9414,"130165216",440977,431352,2,1,"21-Apr-13",1740,4,"1","7","1","Driver or rider","Slight","Male",32,"Bicycle",53.7766704716,-1.37812954051
"6875",9420,9420,"130166158",434828,438008,2,1,"22-Apr-13",750,3,"1","1","1","Driver or rider","Slight","Male",35,"Bicycle",53.8369463536,-1.47068944077
"6881",9430,9430,"130167747",428796,435573,2,1,"22-Apr-13",1400,3,"1","1","1","Driver or rider","Slight","Male",19,"Bicycle",53.815428231,-1.56258764738
"6893",9446,9446,"130170534",430892,436563,2,1,"23-Apr-13",1055,3,"1","1","1","Driver or rider","Slight","Male",39,"Bicycle",53.8242067056,-1.53065103168
"6896",9449,9449,"130171674",420769,440206,2,1,"24-Apr-13",1735,6,"1","7","1","Driver or rider","Slight","Male",37,"Bicycle",53.8574560602,-1.68420250047
"6907",9461,9461,"130174210",440880,432083,2,1,"27-Apr-13",1000,3,"2","1","1","Driver or rider","Slight","Male",41,"Bicycle",53.7832486998,-1.37950460352
"6914",9478,9478,"130174931",430739,435553,2,1,"27-Apr-13",1805,6,"1","7","1","Driver or rider","Slight","Male",7,"Bicycle",53.8151372087,-1.53307644593
"6918",9482,9482,"130176630",428717,435610,2,1,"28-Apr-13",2103,3,"1","4","1","Driver or rider","Slight","Male",24,"Bicycle",53.8157651835,-1.56378416846
"6926",9491,9491,"130181266",426562,426718,2,1,"01-May-13",2210,3,"1","7","1","Driver or rider","Slight","Male",18,"Bicycle",53.7359511324,-1.5972838998
"6928",9493,9493,"130181674",422008,444745,2,1,"02-May-13",755,3,"1","1","1","Driver or rider","Serious","Male",48,"Bicycle",53.8982048989,-1.66503764361
"6932",9499,9499,"130182899",427984,435224,2,1,"02-May-13",2235,6,"1","7","1","Driver or rider","Slight","Male",27,"Bicycle",53.8123355009,-1.57495332058
"6934",9501,9501,"130183330",425061,433369,2,1,"29-Apr-13",1715,4,"1","7","1","Driver or rider","Serious","Male",56,"Bicycle",53.7958103666,-1.61950038476
"6936",9503,9503,"130183458",428224,435783,2,1,"02-May-13",1515,3,"1","1","1","Driver or rider","Slight","Male",17,"Bicycle",53.8173472322,-1.57125681286
"6937",9504,9504,"130184365",431519,435143,2,1,"02-May-13",1710,3,"1","7","1","Driver or rider","Serious","Male",44,"Bicycle",53.8114051495,-1.52127074076
"6938",9505,9505,"130184381",432112,436040,2,1,"03-May-13",1815,3,"1","7","1","Driver or rider","Slight","Male",26,"Bicycle",53.8194316948,-1.51217063762
"6941",9510,9510,"130185681",429242,433845,2,1,"02-May-13",1010,6,"1","1","1","Driver or rider","Slight","Male",22,"Bicycle",53.7998708143,-1.55597727515
"6943",9513,9513,"130186179",429915,434257,3,1,"01-May-13",1740,3,"1","7","1","Driver or rider","Slight","Male",23,"Bicycle",53.8035359019,-1.54571848515
"6945",9515,9515,"130187966",436861,433688,2,1,"06-May-13",1420,3,"1","1","1","Driver or rider","Slight","Male",28,"Bicycle",53.7979755249,-1.4403114435
"6951",9527,9527,"130190263",420932,439494,2,1,"07-May-13",810,3,"1","1","1","Driver or rider","Slight","Male",48,"Bicycle",53.8510494948,-1.68177264478
"6957",9536,9536,"130191808",426513,435654,2,1,"09-May-13",715,4,"1","7","1","Driver or rider","Slight","Male",50,"Bicycle",53.8162777586,-1.59725854084
"6958",9537,9537,"130192228",431069,430383,1,2,"09-May-13",930,6,"1","1","1","Driver or rider","Slight","Male",36,"Bicycle",53.768645924,-1.5285853001
"6961",9541,9541,"130193329",431327,435045,2,1,"10-May-13",735,3,"2","1","1","Driver or rider","Slight","Male",34,"Bicycle",53.8105358614,-1.52419681546
"6968",9549,9549,"130195631",427674,434006,2,1,"11-May-13",950,6,"1","1","1","Driver or rider","Serious","Male",40,"Bicycle",53.8014037858,-1.57977124695
"6972",9554,9554,"130197580",431324,435044,2,1,"13-May-13",755,3,"1","1","1","Driver or rider","Slight","Male",46,"Bicycle",53.8105270535,-1.52424248035
"6973",9555,9555,"130197781",426821,434971,2,1,"13-May-13",750,3,"1","1","1","Driver or rider","Slight","Female",24,"Bicycle",53.810122635,-1.59263957993
"6976",9558,9558,"130199230",429829,438904,2,1,"14-May-13",955,3,"1","1","1","Driver or rider","Slight","Male",30,"Bicycle",53.8453112923,-1.54657362368
"6978",9561,9561,"130200198",420505,440235,2,1,"13-May-13",1910,3,"1","7","1","Driver or rider","Slight","Female",35,"Bicycle",53.8577272305,-1.68821467853
"6980",9567,9567,"130201445",431380,430205,2,1,"13-May-13",650,6,"1","7","1","Driver or rider","Slight","Male",20,"Bicycle",53.7670272805,-1.52388473099
"6981",9568,9568,"130201486",428149,435477,2,1,"24-Jun-13",1005,6,"1","1","1","Driver or rider","Slight","Male",20,"Bicycle",53.8146007455,-1.57242408063
"6992",9589,9589,"130205057",432468,434802,2,1,"17-May-13",1820,4,"1","7","1","Driver or rider","Slight","Male",22,"Bicycle",53.8082816251,-1.50689331962
"6994",9593,9593,"130205098",428064,435957,2,1,"17-May-13",1930,3,"1","7","1","Driver or rider","Slight","Male",21,"Bicycle",53.8189199338,-1.57367138107
"7003",9603,9603,"130211683",427607,434510,2,1,"22-May-13",1140,3,"1","1","1","Driver or rider","Slight","Female",24,"Bicycle",53.8059376829,-1.58074341686
"7006",9609,9609,"130213037",429206,434162,2,1,"23-May-13",840,6,"2","1","1","Driver or rider","Slight","Female",25,"Bicycle",53.8027222669,-1.55649382925
"7007",9610,9610,"130213148",429961,432507,2,1,"23-May-13",904,3,"1","1","1","Driver or rider","Slight","Male",21,"Bicycle",53.7878029714,-1.54519018241
"7016",9620,9620,"130215465",429986,433393,2,2,"24-May-13",1630,6,"2","1","4","Driver or rider","Slight","Male",55,"Bicycle",53.7957655538,-1.54472446383
"7019",9624,9624,"130216523",427570,434537,2,1,"25-May-13",1330,3,"1","1","1","Driver or rider","Slight","Female",35,"Bicycle",53.8061823422,-1.58130288653
"7024",9631,9631,"130216979",429766,427688,2,1,"25-May-13",2015,6,"1","7","1","Driver or rider","Slight","Male",10,"Bicycle",53.7444972234,-1.54861504334
"7030",9641,9641,"130218739",428010,426212,2,1,"27-May-13",1230,3,"1","1","1","Driver or rider","Slight","Male",28,"Bicycle",53.7313269917,-1.57537673431
"7034",9645,9645,"130219962",430998,430598,2,1,"27-May-13",1330,6,"1","1","1","Driver or rider","Slight","Female",38,"Bicycle",53.7705827367,-1.52964095175
"7041",9653,9653,"130221905",435101,435221,2,1,"29-May-13",205,6,"1","4","1","Driver or rider","Slight","Male",19,"Bicycle",53.8118767967,-1.466858766
"7057",9678,9678,"130225938",429498,431064,2,2,"01-Jun-13",1355,6,"1","1","1","Driver or rider","Serious","Male",35,"Bicycle",53.774858635,-1.55235638051
"7072",9700,9700,"130228868",421296,444894,2,1,"03-Jun-13",1645,3,"1","1","1","Driver or rider","Slight","Male",59,"Bicycle",53.8995739598,-1.67586374273
"7076",9704,9704,"130229874",432066,438172,2,1,"03-Jun-13",1108,6,"1","1","1","Driver or rider","Slight","Female",40,"Bicycle",53.8385983173,-1.51264702876
"7079",9707,9707,"130230387",427794,425846,2,1,"04-Jun-13",1527,3,"1","1","1","Driver or rider","Serious","Male",65,"Bicycle",53.7280486213,-1.57868402599
"7080",9708,9708,"130230461",430232,435117,2,1,"04-Jun-13",1740,6,"1","7","1","Driver or rider","Slight","Male",40,"Bicycle",53.8112478637,-1.54082030788
"7083",9712,9712,"130232250",428892,429811,2,1,"03-Jun-13",1930,6,"1","7","1","Driver or rider","Slight","Male",43,"Bicycle",53.7636296572,-1.56166970656
"7086",9716,9716,"130233701",428793,426351,2,1,"06-Jun-13",1814,6,"1","7","1","Driver or rider","Serious","Male",23,"Bicycle",53.7325337984,-1.56349411805
"7087",9717,9717,"130233738",432451,436460,2,1,"06-Jun-13",1650,3,"1","1","1","Driver or rider","Slight","Male",21,"Bicycle",53.8231858736,-1.50697661318
"7091",9722,9722,"130234870",428386,432524,2,1,"07-Jun-13",721,3,"1","7","1","Driver or rider","Slight","Male",35,"Bicycle",53.7880440709,-1.56909644791
"7093",9726,9726,"130235303",428442,427375,2,1,"07-Jun-13",1425,3,"1","1","1","Driver or rider","Serious","Male",27,"Bicycle",53.7417576428,-1.56872094133
"7094",9727,9727,"130235407",430376,437860,2,1,"07-Jun-13",1420,6,"1","1","1","Driver or rider","Slight","Male",32,"Bicycle",53.8358954284,-1.53836228237
"7103",9738,9738,"130237125",440714,448632,2,1,"08-Jun-13",950,4,"1","1","1","Driver or rider","Slight","Female",13,"Bicycle",53.9320107146,-1.37982848633
"7107",9745,9745,"130237414",429306,433211,2,1,"09-Jun-13",1055,3,"1","1","1","Driver or rider","Slight","Male",45,"Bicycle",53.7941683495,-1.55506582874
"7112",9751,9751,"130238799",420501,446322,2,1,"09-Jun-13",1525,4,"1","1","1","Driver or rider","Slight","Male",48,"Bicycle",53.9124419031,-1.68786817931
"7116",9755,9755,"130240876",428621,433204,2,1,"11-Jun-13",640,3,"1","7","1","Driver or rider","Slight","Female",30,"Bicycle",53.7941435599,-1.56546606072
"7118",9757,9757,"130240946",431329,435458,2,1,"10-Jun-13",1655,6,"1","1","1","Driver or rider","Slight","Male",10,"Bicycle",53.8142480663,-1.52412439221
"7120",9759,9759,"130241636",426870,437522,2,1,"01-Jun-13",655,6,"1","7","1","Driver or rider","Slight","Male",20,"Bicycle",53.8330504047,-1.59167250499
"7123",9764,9764,"130242662",427419,434617,2,1,"10-Jun-13",1750,3,"1","7","1","Driver or rider","Slight","Male",31,"Bicycle",53.806909426,-1.58358888438
"7129",9772,9772,"130245127",429147,431735,2,1,"15-Jun-13",830,6,"1","1","1","Driver or rider","Slight","Male",36,"Bicycle",53.7809098704,-1.55761934125
"7131",9776,9776,"130245724",426708,426689,2,1,"14-Jun-13",1350,3,"1","1","1","Driver or rider","Slight","Female",16,"Bicycle",53.7356829967,-1.59507290703
"7143",9793,9793,"130250001",426379,437871,2,1,"17-Jun-13",1540,6,"1","1","1","Driver or rider","Slight","Male",29,"Bicycle",53.8362126349,-1.59910378029
"7149",9800,9800,"130251395",433952,437106,2,1,"18-Jun-13",1455,6,"1","1","1","Driver or rider","Slight","Female",48,"Bicycle",53.8288966307,-1.48410179634
"7153",9804,9804,"130251749",436054,436621,2,1,"18-Jun-13",2043,3,"1","7","1","Driver or rider","Slight","Male",44,"Bicycle",53.8243955908,-1.45222049264
"7154",9805,9805,"130251762",426229,435496,2,1,"18-Jun-13",2005,6,"1","7","1","Driver or rider","Slight","Male",41,"Bicycle",53.8148719389,-1.60158595171
"7162",9817,9817,"130253827",431307,429060,2,1,"18-Jun-13",1830,6,"1","7","1","Driver or rider","Slight","Female",29,"Bicycle",53.7567395455,-1.52510842371
"7163",9818,9818,"130254021",429324,435006,2,1,"20-Jun-13",1021,6,"1","1","1","Driver or rider","Slight","Female",28,"Bicycle",53.8103021147,-1.5546216054
"7166",9821,9821,"130254534",435738,437026,2,1,"17-Jun-13",950,6,"1","1","1","Driver or rider","Slight","Male",43,"Bicycle",53.8280577852,-1.4569742638
"7170",9827,9827,"130256319",430436,435716,2,1,"21-Jun-13",1838,3,"1","7","1","Driver or rider","Slight","Male",37,"Bicycle",53.816620192,-1.53766270623
"7171",9828,9828,"130256461",425189,435067,2,1,"21-Jun-13",1950,6,"1","7","1","Driver or rider","Serious","Male",38,"Bicycle",53.8110671751,-1.61741809702
"7177",9839,9839,"130260334",430648,438179,2,1,"22-Jun-13",945,3,"2","1","1","Driver or rider","Slight","Male",49,"Bicycle",53.8387468348,-1.53419690646
"7180",9843,9843,"130261195",426671,439880,2,1,"25-Jun-13",847,6,"1","1","1","Driver or rider","Slight","Male",11,"Bicycle",53.8542560581,-1.59449174365
"7183",9846,9846,"130262117",427821,436513,2,1,"24-Jun-13",1850,6,"1","7","1","Driver or rider","Slight","Female",26,"Bicycle",53.8239307313,-1.57731245976
"7186",9849,9849,"130263069",440712,429058,2,1,"25-Jun-13",1600,6,"1","1","1","Driver or rider","Slight","Male",8,"Bicycle",53.7560715555,-1.38245360485
"7190",9854,9854,"130263794",432378,435603,2,1,"26-Jun-13",1715,6,"1","7","1","Driver or rider","Slight","Male",22,"Bicycle",53.8154871536,-1.50817585773
"7191",9855,9855,"130263976",424716,427934,2,1,"26-Jun-13",1815,3,"1","7","1","Driver or rider","Slight","Female",27,"Bicycle",53.7469724149,-1.62517383778
"7197",9863,9863,"130265503",427892,436204,1,1,"27-Jun-13",1725,3,"1","7","1","Pedestrian","Slight","Female",81,"Bicycle",53.8211494083,-1.57626180676
"7198",9864,9864,"130265541",428944,440016,2,1,"27-Jun-13",1810,6,"1","7","1","Driver or rider","Slight","Male",40,"Bicycle",53.85535677,-1.55992110365
"7200",9866,9866,"130265687",427412,434694,2,1,"27-Jun-13",110,6,"1","7","1","Driver or rider","Slight","Male",20,"Bicycle",53.8076019297,-1.5836883328
"7201",9867,9867,"130266065",426232,433073,2,1,"28-Jun-13",820,4,"2","1","2","Driver or rider","Slight","Male",36,"Bicycle",53.7930919576,-1.60174683237
"7208",9874,9874,"130268117",422984,432938,2,1,"29-Jun-13",1305,6,"1","1","1","Driver or rider","Slight","Male",10,"Bicycle",53.7920320731,-1.65106683074
"7217",9885,9885,"130271319",431776,435546,2,1,"01-Jul-13",1653,3,"1","1","1","Driver or rider","Slight","Male",39,"Bicycle",53.8150119421,-1.51732580713
"7225",9896,9896,"130274384",430108,438107,2,1,"03-Jul-13",1740,3,"1","1","1","Driver or rider","Slight","Male",36,"Bicycle",53.8381312301,-1.54241085186
"7237",9917,9917,"130278996",426317,428161,1,1,"06-Jul-13",1815,4,"1","1","1","Driver or rider","Serious","Male",24,"Bicycle",53.7489345074,-1.60087544337
"7249",9932,9932,"130281815",426513,435654,2,1,"01-Jul-13",1830,6,"1","1","1","Driver or rider","Slight","Male",38,"Bicycle",53.8162777586,-1.59725854084
"7254",9937,9937,"130284312",430234,433274,2,1,"10-Jul-13",1202,6,"1","1","1","Driver or rider","Slight","Male",33,"Bicycle",53.7946815424,-1.54097090802
"7264",9948,9948,"130287450",428673,437007,2,1,"12-Jul-13",1050,4,"1","1","1","Driver or rider","Slight","Male",21,"Bicycle",53.8283248496,-1.56432226639
"7267",9951,9951,"130287994",425905,436257,2,1,"11-Jul-13",2015,3,"1","1","1","Driver or rider","Slight","Female",26,"Bicycle",53.8217286377,-1.60644324069
"7268",9952,9952,"130288081",426375,431708,2,1,"12-Jul-13",1620,3,"1","1","1","Driver or rider","Slight","Male",26,"Bicycle",53.780815003,-1.59969268748
"7270",9954,9954,"130288288",420882,439874,2,1,"12-Jul-13",1835,4,"1","1","1","Driver or rider","Slight","Male",4,"Bicycle",53.8544672493,-1.68250692732
"7277",9961,9961,"130290146",436159,434689,3,1,"14-Jul-13",1018,3,"1","1","1","Driver or rider","Slight","Male",33,"Bicycle",53.8070223731,-1.45085234433
"7282",9970,9970,"130291639",429943,433099,2,1,"16-Jul-13",710,6,"1","1","1","Driver or rider","Slight","Male",46,"Bicycle",53.7931253422,-1.54540588466
"7285",9973,9973,"130292784",430826,433935,2,1,"16-Jul-13",840,3,"1","1","1","Driver or rider","Slight","Female",42,"Bicycle",53.8005883444,-1.53191701047
"7288",9979,9979,"130293248",423574,437574,2,1,"16-Jul-13",1230,3,"1","1","1","Driver or rider","Slight","Male",52,"Bicycle",53.8336778243,-1.64175472447
"7291",9983,9983,"130293723",432103,436044,2,1,"16-Jul-13",1825,6,"1","1","1","Driver or rider","Serious","Male",70,"Bicycle",53.8194682053,-1.51230693815
"7294",9986,9986,"130294184",431265,429498,1,1,"17-Jul-13",700,6,"1","1","1","Driver or rider","Slight","Male",47,"Bicycle",53.7606791462,-1.52570113378
"7304",10000,10000,"130296992",421038,444615,2,1,"18-Jul-13",1713,6,"1","1","1","Driver or rider","Slight","Male",40,"Bicycle",53.8970766428,-1.67980974365
"7307",10004,10004,"130297733",426597,435546,2,1,"19-Jul-13",815,6,"1","1","1","Driver or rider","Serious","Male",40,"Bicycle",53.8153026816,-1.59599192396
"7309",10006,10006,"130298214",430959,435782,2,1,"15-Jul-13",1710,6,"1","1","1","Driver or rider","Slight","Male",48,"Bicycle",53.8171825631,-1.5297117382
