Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
10CA0002558,429693,433797,2,2,31-Mar-10,1230,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,Car,53.79941381,-1.549133963
10CA0002561,430702,434899,2,1,01-Apr-10,1040,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,40,Car,53.80926079,-1.533703704
10CA0002563,428451,425846,2,1,02-Apr-10,1100,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,15,Bicycle,53.7280132,-1.568725184
10CA0002596,426861,427579,1,1,08-Apr-10,1335,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,4,Goods Vehicle,53.74367523,-1.592675949
10CA0002597,424349,429245,2,1,10-Apr-10,1840,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,47,Car,53.75877413,-1.630636019
10CA0002609,436609,428642,3,2,08-Apr-10,1815,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,43,Car,53.75263672,-1.444736528
10CA0002617,430326,433888,2,1,10-Apr-10,20,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,20,Taxi,53.80019526,-1.539513707
10CA0002624,430474,433749,2,1,09-Apr-10,1630,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,Bicycle,53.79893718,-1.537280231
10CA0002649,430041,432653,1,3,10-Apr-10,1425,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Taxi,53.78911072,-1.543961587
10CA0002652,423800,428190,2,3,07-Apr-10,1640,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,Car,53.74931621,-1.639045242
10CA0002727,429981,433281,1,1,16-Apr-10,1635,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,37,Bus or Coach,53.7947591,-1.544811277
10CA0002731,429209,433502,1,1,14-Apr-10,820,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,29,Car,53.79678953,-1.556510875
10CA0002735,425796,428120,2,1,14-Apr-10,2344,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,30,Motorcycle,53.74859201,-1.608780167
10CA0002738,430404,433672,1,1,15-Apr-10,1358,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,42,Bus or Coach,53.79824915,-1.538350681
10CA0002743,428784,432725,2,1,04-Apr-10,1745,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,Car,53.78982895,-1.563036168
10CA0002787,432301,432573,2,1,15-Apr-10,1535,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,31,Car,53.78825625,-1.509663302
10CA0002814,430645,434701,2,1,15-Apr-10,1559,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70,Bus or Coach,53.80748439,-1.534589092
10CA0002829,430409,433687,1,1,19-Apr-10,1620,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car,53.79838369,-1.538273283
10CA0002832,429629,430865,1,1,17-Apr-10,1835,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car,53.77306243,-1.550387588
10CA0002851,430684,432929,2,1,21-Apr-10,2230,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,25,Car,53.79155409,-1.534173371
10CA0002881,429093,429965,2,1,20-Apr-10,2015,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,Bicycle,53.76500274,-1.558605849
10CA0002883,432514,427314,1,1,20-Apr-10,1545,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car,53.74097126,-1.506984119
10CA0002898,431524,432510,2,2,21-Apr-10,1145,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,37,Car,53.78773761,-1.521464328
10CA0002912,429584,431558,1,1,22-Apr-10,1730,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Taxi,53.77929421,-1.551003949
10CA0002928,428849,433931,1,1,23-Apr-10,330,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,20,Taxi,53.80066579,-1.561936501
10CA0002944,425981,426782,2,1,22-Apr-10,1950,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,Bicycle,53.7365557,-1.606087041
10CA0002949,426460,428515,2,1,23-Apr-10,1019,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,43,Bicycle,53.75210932,-1.598676432
10CA0002954,427921,430416,3,3,24-Apr-10,1435,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,Car,53.76912084,-1.576345882
10CA0002979,430207,433759,1,1,22-Apr-10,1700,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,22,Bus or Coach,53.79904264,-1.541333257
10CA0002997,430359,433408,1,1,23-Apr-10,1250,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,Bus or Coach,53.79587875,-1.539059951
10CA0003006,429962,433214,1,1,26-Apr-10,1530,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,40,Car,53.79415795,-1.545106252
10CA0003045,434487,427976,1,1,23-Apr-10,1820,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11,Car,53.746795,-1.476994596
10CA0003055,429952,433130,1,1,27-Apr-10,1606,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,61,Taxi,53.79340348,-1.545266238
10CA0003061,431693,428634,2,2,26-Apr-10,2050,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,17,Motorcycle,53.752887,-1.519297191
10CA0003077,428550,431537,2,1,21-Apr-10,1715,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,Car,53.77916318,-1.566698397
10CA0003105,429108,426561,1,1,27-Apr-10,2315,3,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,32,Car,53.73440397,-1.558699059
10CA0003109,429241,433874,2,1,28-Apr-10,900,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car,53.80013154,-1.555989705
10CA0003113,421957,429261,2,1,30-Apr-10,1300,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,39,Car,53.75902426,-1.666919792
10CA0003158,429781,433661,2,1,01-May-10,2130,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,20,Car,53.79818631,-1.547810946
10CA0003165,429842,425307,2,1,30-Apr-10,1200,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,28,Car,53.72309048,-1.547692398
10CA0003192,429859,433411,2,1,26-Apr-10,915,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,55,Bicycle,53.79593466,-1.546650885
10CA0003198,430475,433715,1,1,29-Apr-10,1500,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,85,Car,53.79863151,-1.537268412
10CA0003201,428331,429610,3,2,30-Apr-10,1630,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,26,Car,53.76185372,-1.570199011
10CA0003224,426746,427514,2,1,04-May-10,730,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,34,Bicycle,53.74309687,-1.594425403
10CA0003231,430888,434282,1,1,27-Apr-10,1540,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,35,Car,53.80370375,-1.530940785
10CA0003239,430424,433711,1,1,28-Apr-10,1144,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,86,Bus or Coach,53.79859854,-1.538043162
10CA0003263,430807,433222,2,1,05-May-10,500,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,Car,53.79418052,-1.532276826
10CA0003265,430375,433497,1,1,04-May-10,1212,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,20,Taxi,53.79667782,-1.538808255
10CA0003285,429788,433791,1,1,05-May-10,1645,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,31,Car,53.79935444,-1.547692089
10CA0003292,429836,427667,2,1,05-May-10,1720,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,7,Bicycle,53.74430446,-1.547555596
10CA0003307,427139,426476,1,2,28-Apr-10,1611,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,Motorcycle,53.73374611,-1.588557283
10CA0003321,428897,433383,3,2,06-May-10,750,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,18,Car,53.79573729,-1.561259076
10CA0003327,429981,433444,1,1,06-May-10,1330,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,50,Goods Vehicle,53.79622427,-1.544795412
10CA0003348,430336,433361,1,1,10-May-10,220,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,25,Taxi,53.79545762,-1.539413776
10CA0003374,429964,433327,1,1,09-May-10,15,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Female,42,Car,53.79517356,-1.545064897
10CA0003379,428166,430072,2,5,07-May-10,1740,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,Car,53.7660155,-1.572659935
10CA0003439,426238,427449,1,1,11-May-10,1900,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,17,Car,53.74253841,-1.602133995
10CA0003477,429010,429692,2,2,12-May-10,1122,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,45,Taxi,53.76255343,-1.559890732
10CA0003496,429089,432201,1,1,07-May-10,610,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Car,53.78510188,-1.558455638
10CA0003522,426077,428165,2,1,13-May-10,1105,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,Car,53.74898253,-1.604514858
10CA0003547,430064,431113,1,1,13-May-10,1906,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car,53.77526671,-1.543762631
10CA0003568,431604,431169,3,4,07-May-10,1518,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,Car,53.77567888,-1.520387444
10CA0003577,429920,427803,2,1,15-May-10,2210,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,23,Car,53.74552212,-1.546268662
10CA0003605,430219,432057,1,1,14-May-10,915,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,22,Bicycle,53.78374312,-1.541317985
10CA0003611,429139,433088,2,1,15-May-10,1957,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,Car,53.79307211,-1.557612833
10CA0003639,429167,431111,2,1,17-May-10,1830,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,17,Bicycle,53.77529975,-1.557374823
10CA0003654,428091,429997,2,1,03-May-10,1350,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,21,Car,53.76534539,-1.573804642
10CA0003659,431192,434850,2,1,24-Apr-10,1035,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,42,Motorcycle,53.80879118,-1.526266919
10CA0003679,430402,433655,1,1,18-May-10,1120,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,62,Bus or Coach,53.79809646,-1.538382725
10CA0003689,429926,432841,2,1,19-May-10,1630,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,37,Bicycle,53.79080723,-1.545689029
10CA0003730,431898,430496,2,1,17-May-10,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,Bicycle,53.76961154,-1.515995561
10CA0003732,428979,425976,2,2,14-May-10,1500,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,44,Car,53.72915268,-1.560709565
10CA0003733,431952,430324,1,1,17-May-10,1710,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,38,Goods Vehicle,53.76806216,-1.515194037
10CA0003739,430069,433822,1,1,20-May-10,1030,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,55,Bus or Coach,53.79961693,-1.543422441
10CA0003780,428097,426639,4,1,19-May-10,1905,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car,53.73516056,-1.574019078
10CA0003787,430099,431473,2,2,21-May-10,720,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,Car,53.77850064,-1.543196368
10CA0003836,428751,432727,2,1,24-May-10,1945,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Bicycle,53.78984875,-1.563536931
10CA0003839,432545,427800,2,6,25-May-10,1520,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,32,Car,53.74533786,-1.506462893
10CA0003863,426219,427421,1,1,26-May-10,845,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,60,Bus or Coach,53.74228768,-1.602424473
10CA0003881,424609,428004,2,1,21-May-10,1830,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,Car,53.7476067,-1.626790913
10CA0003942,429950,433094,2,1,29-May-10,310,6,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver or rider,Slight,Male,48,Car,53.79308,-1.545300101
10CA0003968,429183,431910,2,1,29-May-10,1245,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,31,Car,53.78248089,-1.557056401
10CA0003969,430152,432852,1,1,28-May-10,1050,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,55,Car,53.79089306,-1.542257134
10CA0003979,430738,424544,2,1,22-May-10,1304,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,Car,53.71617997,-1.534188232
10CA0003980,431741,434582,1,1,27-May-10,2035,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Bus or Coach,53.806349,-1.517956859
10CA0003986,429931,433590,1,1,30-May-10,1647,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,24,Bus or Coach,53.7975395,-1.545540353
10CA0003993,430856,434119,2,1,28-May-10,1310,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,38,Car,53.80224049,-1.531443049
10CA0004003,430985,433143,2,1,27-May-10,1546,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,71,Car,53.79345984,-1.52958241
10CA0004021,430440,433953,1,1,01-Jun-10,330,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,19,Car,53.80077287,-1.537776307
10CA0004044,429871,434398,3,2,01-Jun-10,1520,2,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,33,Car,53.80480584,-1.546372954
10CA0004046,428609,432730,2,1,27-May-10,2330,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,37,Car,53.78988355,-1.565692258
10CA0004059,429373,433780,2,2,01-Jun-10,1920,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,47,Car,53.79927917,-1.553994382
10CA0004101,431008,428212,2,1,30-May-10,2200,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,35,Car,53.74913494,-1.52972889
10CA0004102,435833,428390,1,1,04-Sep-10,1515,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,62,Car,53.75042551,-1.456535081
10CA0004122,431517,430022,2,4,05-Jun-10,2338,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,38,Taxi,53.76537407,-1.521824859
10CA0004156,426392,427742,2,2,05-Jun-10,1315,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,39,Bicycle,53.74516438,-1.599773816
10CA0004239,429560,427669,1,1,08-Jun-10,1505,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Bus or Coach,53.74433816,-1.551740632
10CA0004242,429797,433999,2,1,05-Jun-10,1543,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,Car,53.80122358,-1.547535309
10CA0004260,427842,428074,1,1,11-Jun-10,856,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,20,Goods Vehicle,53.74807324,-1.577755753
10CA0004263,429572,433803,2,1,09-Jun-10,1445,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,47,Motorcycle,53.79947463,-1.550970619
10CA0004270,429634,433379,1,1,12-Jun-10,657,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,35,Bus or Coach,53.79565988,-1.550070022
10CA0004279,430733,435010,2,3,09-Jun-10,1600,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,26,Car,53.8102567,-1.533221815
10CA0004285,422472,427896,2,1,11-Jun-10,1311,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,31,Car,53.74673242,-1.659206895
